// DO NOT EDIT! Generated by mimex - Mindustry Metadata Extractor
name;id;logicId;visibility;size;subclass;legacy;configurable;category;range;hasItems;acceptsItems;separateItemCapacity;itemCapacity;noSideBlend;unloadable;hasLiquids;outputsLiquid;liquidCapacity;hasPower;consumesPower;outputsPower;connectedPower;conductivePower;maxNodes;outputFacing;rotate;unitPlans;color;outlineColor;lightColor;health;solid;powerCapacity;powerStorage;configSenseable
interplanetary-accelerator;397;136;hidden;7;Accelerator;false;true;effect;0.0;true;true;false;25000;false;true;false;false;10.0;true;true;false;true;false;0;true;false;;b0a9a9ff;404049ff;ffffffff;3920;true;10.0;0.0;false
message;398;137;shown;1;MessageBlock;false;true;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;848396ff;404049ff;ffffffff;40;true;0.0;0.0;false
switch;399;138;shown;1;SwitchBlock;false;true;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;7b7990ff;404049ff;ffffffff;40;false;0.0;0.0;false
micro-processor;400;139;shown;1;LogicBlock;false;true;logic;10.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a096c5ff;404049ff;ffffffff;40;true;0.0;0.0;false
logic-processor;401;140;shown;2;LogicBlock;false;true;logic;22.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;a09ac0ff;404049ff;ffffffff;190;true;0.0;0.0;false
hyper-processor;402;141;shown;3;LogicBlock;false;true;logic;42.0;false;false;false;10;false;true;true;false;10.0;false;true;false;true;false;0;true;false;;a096c4ff;404049ff;ffffffff;520;true;0.0;0.0;false
memory-cell;403;142;shown;1;MemoryBlock;false;false;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;847d9dff;404049ff;ffffffff;40;true;0.0;0.0;false
memory-bank;404;143;shown;2;MemoryBlock;false;false;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;847a9eff;404049ff;ffffffff;200;true;0.0;0.0;false
logic-display;405;144;shown;3;LogicDisplay;false;false;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;717186ff;404049ff;ffffffff;360;true;0.0;0.0;false
large-logic-display;406;145;shown;6;LogicDisplay;false;false;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;68687bff;404049ff;ffffffff;1800;true;0.0;0.0;false
canvas;407;228;shown;2;CanvasBlock;false;true;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;5c5255ff;404049ff;ffffffff;255;true;0.0;0.0;false
reinforced-message;408;252;shown;1;MessageBlock;false;true;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;837c86ff;404049ff;ffffffff;100;true;0.0;0.0;false
world-processor;409;213;editorOnly;1;LogicBlock;false;true;logic;4.2535293329816107E37;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;c9ae9cff;404049ff;ffffffff;40;true;0.0;0.0;false
world-cell;410;219;editorOnly;1;MemoryBlock;false;false;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;948982ff;404049ff;ffffffff;40;true;0.0;0.0;false
world-message;411;253;editorOnly;1;MessageBlock;false;true;logic;0.0;false;false;false;10;false;true;false;false;10.0;false;true;false;true;false;0;true;false;;8a898aff;404049ff;ffffffff;40;true;0.0;0.0;false
